Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,Marital_Status,Education
18169,1,0,40,9,0,5,0,0,7,14,1,1,0,2,8,0,0,0,0,0,0,0,32,2654,Married,PhD
24336,1,0,82,1,6,2,8,2,12,19,1,1,0,2,7,0,0,0,0,0,0,0,36,2830,Single,2n cycle
18222,0,0,70,12,4,19,12,6,14,53,1,2,0,3,8,0,0,0,0,0,0,0,27,2704,Married,Graduation
62335,0,1,87,243,131,217,85,6,26,682,2,3,3,13,2,0,0,0,0,0,0,0,65,2561,Divorced,Graduation
42033,1,1,95,11,1,4,2,0,7,18,1,1,0,2,7,0,0,0,0,0,0,0,46,2807,Together,2n cycle
86580,0,0,72,532,21,127,26,20,20,726,0,4,2,5,1,0,0,1,0,0,0,0,34,2646,Married,PhD
41437,1,1,5,29,0,2,0,0,1,31,1,1,0,3,7,0,0,0,0,0,0,0,60,2804,Divorced,PhD
73705,0,2,86,612,91,520,258,107,107,1588,2,9,6,8,5,0,0,0,0,0,0,0,66,2275,Widow,Master
61064,0,1,80,387,126,342,0,45,180,900,5,8,4,11,6,0,0,0,0,0,0,0,41,2826,Married,Graduation
38452,1,1,62,56,0,14,0,0,2,70,3,3,0,3,7,0,0,0,0,0,0,0,62,2250,Married,Master
18358,1,0,49,6,8,19,16,4,4,53,3,3,0,4,7,0,0,0,0,0,0,0,28,2380,Single,Graduation
55012,0,1,85,582,0,65,0,0,13,647,6,8,2,9,5,0,0,0,0,0,0,0,44,2259,Together,PhD
9722,1,0,7,6,17,16,6,16,42,61,4,3,1,3,8,0,0,0,0,0,0,1,44,2794,Together,Basic
38175,1,0,6,70,6,69,2,3,3,150,3,3,1,4,7,0,0,0,0,0,0,0,33,2438,Married,PhD
58656,0,1,25,962,12,194,16,24,12,1208,4,7,8,13,6,0,0,1,0,0,0,0,61,2806,Together,Master
52117,0,1,55,112,10,107,30,0,20,259,2,5,2,4,7,0,0,0,0,0,0,0,52,2841,Together,Graduation
64813,1,0,81,293,0,124,179,97,52,693,1,7,2,10,5,0,0,0,0,0,0,0,39,2337,Married,Graduation
54222,0,1,98,199,12,31,3,12,7,257,1,3,3,5,3,0,0,0,0,0,0,0,44,2279,Married,PhD
83512,0,0,31,1060,61,835,80,20,101,2056,1,4,7,10,1,1,0,1,1,1,0,1,31,2171,Married,Graduation
77520,0,1,30,940,44,396,0,88,58,1468,1,8,7,7,4,1,0,1,1,0,0,1,58,2464,Married,Master
41154,0,1,98,44,2,11,2,3,7,62,1,1,0,4,5,0,0,0,0,0,0,0,39,2605,Together,Graduation
80398,0,0,92,342,51,936,207,35,26,1571,1,5,8,12,3,0,0,1,0,0,0,0,51,2755,Married,Graduation
18746,1,0,41,2,10,11,12,9,20,44,2,3,0,3,6,0,0,0,0,0,0,0,25,2190,Single,Basic
35196,1,0,68,75,12,141,43,39,187,310,6,6,1,5,8,0,0,0,0,0,0,0,33,2752,Together,Graduation
60230,0,1,78,520,20,367,39,81,40,1027,2,6,3,6,5,0,0,0,0,0,0,0,61,2564,Single,Graduation
22108,1,1,46,5,3,9,6,2,6,25,2,2,0,3,7,0,0,0,0,0,0,0,40,2211,Married,Graduation
44392,1,1,71,87,5,71,7,12,29,182,5,4,1,4,7,0,0,0,0,0,0,0,43,2456,Together,Graduation
55424,0,1,6,462,61,184,10,53,107,770,4,7,5,9,6,1,0,0,0,0,0,1,41,2740,Married,PhD
17688,1,0,82,2,2,1,3,1,2,9,1,1,0,2,8,0,0,0,0,0,1,0,38,2691,Married,Graduation
92491,0,0,71,979,44,935,29,25,22,2012,1,7,5,12,3,0,1,1,1,0,0,1,34,2583,Married,PhD
90273,0,0,32,704,129,853,120,74,111,1880,1,5,6,7,2,0,1,1,1,0,0,1,26,2356,Single,Graduation
82571,0,0,28,861,31,558,62,95,79,1607,0,6,5,13,2,0,0,1,0,0,0,0,55,2247,Widow,PhD
38513,1,0,20,172,3,115,16,0,18,306,5,6,1,5,8,0,0,0,0,0,0,1,35,2311,Single,PhD
16653,1,0,10,5,7,31,15,4,7,62,3,2,1,3,6,0,0,0,0,0,0,1,38,2231,Single,Master
42586,1,1,7,194,2,56,0,0,0,252,5,4,1,6,8,0,0,0,0,0,0,1,62,2767,Together,Graduation
23529,0,1,67,9,7,13,3,2,20,34,1,1,1,2,6,0,0,0,0,0,0,0,52,2697,Single,Basic
74881,1,1,48,505,72,270,36,27,54,910,4,9,2,12,5,0,0,0,0,0,0,0,56,2637,Together,Master
71107,0,1,61,533,10,217,198,174,195,1132,2,7,6,13,4,0,0,0,0,0,0,0,66,2656,Married,Graduation
46910,1,1,36,48,0,14,0,0,6,62,2,2,0,3,6,0,0,0,0,0,0,0,53,2257,Together,PhD
18690,0,0,77,6,1,7,23,4,19,41,1,1,1,2,8,0,0,0,0,0,0,0,58,2707,Married,Graduation
37244,1,1,90,18,2,10,0,0,25,30,1,1,1,2,7,1,0,0,0,0,0,0,62,2587,Divorced,Graduation
82427,0,0,35,482,147,509,104,107,107,1349,1,3,5,12,1,0,0,1,0,0,0,0,51,2268,Together,Graduation
75342,0,1,38,204,97,97,21,118,26,537,1,5,2,10,4,0,0,0,0,0,0,0,59,2578,Single,2n cycle
70044,0,1,46,1073,0,250,153,14,14,1490,4,7,10,5,5,0,0,0,0,0,0,0,63,2655,Divorced,Graduation
79146,1,1,33,245,16,223,21,43,16,548,2,8,1,8,6,0,0,0,0,0,0,0,50,2225,Single,Graduation
77437,0,0,70,560,21,442,29,44,29,1096,1,4,5,13,1,0,0,1,0,0,0,0,54,2374,Married,Graduation
54984,0,1,51,173,13,131,32,3,6,352,4,6,1,6,7,0,0,0,1,0,0,0,58,2195,Married,Graduation
42403,1,0,18,22,1,11,0,5,3,39,1,1,0,3,8,0,0,0,0,0,0,0,46,2359,Married,PhD
55761,0,1,97,136,1,12,0,3,32,152,2,4,1,3,6,0,1,0,0,0,0,0,53,2225,Together,Graduation
37292,1,0,32,275,0,86,10,23,66,394,5,6,3,5,8,0,0,0,0,0,0,0,34,2596,Together,Graduation
45576,0,0,9,56,19,29,2,14,25,120,1,3,1,3,8,0,0,0,0,0,0,1,72,2191,Single,PhD
70321,0,0,6,303,23,751,82,26,191,1185,1,6,5,13,4,0,0,0,0,0,0,1,70,2688,Together,Graduation
58086,0,1,80,708,7,62,0,0,15,777,2,11,3,7,8,0,0,0,0,0,0,0,48,2684,Divorced,PhD
81795,0,0,74,324,132,693,27,118,88,1294,1,4,11,7,2,0,0,0,0,0,0,0,65,2770,Married,Graduation
28389,0,0,49,1,5,3,7,4,8,20,1,1,0,2,7,0,0,0,0,0,0,0,70,2745,Together,Basic
66835,0,0,21,620,26,195,34,17,141,892,1,6,4,13,2,0,0,0,0,0,0,0,71,2433,Married,Master
69901,0,1,95,312,21,206,102,92,149,733,3,7,3,10,5,0,0,0,0,0,0,0,48,2555,Divorced,Graduation
80360,0,0,56,1493,86,454,112,43,43,2188,2,4,4,5,2,0,1,1,1,0,0,0,68,2642,Married,PhD
63342,0,1,48,918,21,118,13,10,21,1080,3,8,3,5,6,0,1,0,0,0,0,1,56,2780,Together,PhD
44989,0,1,26,98,0,106,49,10,106,263,5,5,1,5,6,0,0,0,0,0,0,0,43,2814,Married,Graduation
31859,1,0,3,3,4,7,15,8,11,37,1,1,0,3,7,0,0,0,0,0,0,0,37,2281,Single,2n cycle
51569,0,1,39,380,0,47,6,0,34,433,4,7,1,7,8,0,1,0,0,0,0,1,68,2661,Widow,PhD
30372,1,1,33,15,0,12,7,3,7,37,3,2,0,3,7,0,0,0,0,0,0,0,46,2710,Widow,Graduation
16014,1,1,42,3,9,4,7,8,7,31,4,1,1,4,3,0,0,0,0,0,0,0,38,2628,Single,Basic
41120,1,1,80,24,2,23,0,8,24,57,3,2,1,3,6,0,0,0,0,0,0,0,49,2394,Married,Graduation
39763,1,0,9,80,1,60,4,6,16,151,2,5,1,2,9,0,0,0,0,0,0,1,46,2488,Single,Master
38725,1,1,52,31,0,6,2,1,5,40,2,1,0,4,4,0,0,0,0,0,0,0,62,2209,Married,PhD
77981,1,0,78,138,120,204,16,126,60,604,3,7,4,7,5,0,0,0,0,0,0,0,45,2558,Married,Graduation
62905,0,1,68,166,75,96,119,107,59,563,3,7,2,8,4,0,0,0,0,0,0,0,53,2451,Married,2n cycle
13533,1,0,45,12,3,8,8,0,17,31,2,2,0,3,7,0,0,0,0,0,0,0,38,2635,Divorced,2n cycle
59481,0,1,47,178,3,85,71,66,58,403,2,3,3,8,2,0,0,0,0,0,0,0,42,2408,Together,Graduation
72117,0,1,34,707,20,171,65,60,50,1023,1,9,7,9,5,0,0,0,0,0,0,0,40,2472,Married,Graduation
21955,1,0,81,5,1,7,17,14,11,44,2,2,1,3,6,0,0,0,0,0,0,0,31,2454,Married,2n cycle
67131,0,1,72,465,71,250,93,35,62,914,3,9,2,12,6,0,0,0,0,0,0,0,61,2619,Married,Graduation
36802,1,0,23,16,1,2,0,0,1,19,1,1,0,3,5,0,0,0,0,0,0,0,37,2172,Single,PhD
71853,0,0,29,358,108,413,141,97,32,1117,1,2,8,6,1,0,0,0,0,0,0,0,35,2576,Together,Graduation
28249,0,0,80,1,9,7,2,14,10,33,1,2,0,3,6,0,0,0,0,0,0,0,56,2173,Married,Basic
47808,0,1,30,123,1,26,2,0,72,152,2,3,2,3,7,1,0,0,0,0,0,0,42,2411,Married,Master
25509,1,0,15,40,3,30,10,7,11,90,3,3,0,3,9,0,0,0,0,0,0,1,43,2808,Divorced,PhD
51012,0,0,86,102,9,63,2,9,24,185,1,4,1,4,6,0,0,0,0,0,0,0,71,2596,Married,PhD
70596,0,0,68,347,44,534,17,0,26,942,1,3,5,12,2,0,0,0,0,0,0,0,32,2791,Single,Graduation
85431,0,0,54,376,53,462,168,53,53,1112,1,2,7,7,0,0,0,0,0,0,0,0,65,2545,Together,PhD
42664,0,1,44,21,0,3,0,0,0,24,1,1,0,3,6,0,0,0,0,0,0,0,50,2262,Married,Graduation
42586,1,1,7,194,2,56,0,0,0,252,5,4,1,6,8,0,0,0,0,0,0,1,62,2767,Together,Graduation
29760,1,0,87,64,4,68,7,5,17,148,4,3,1,4,8,0,0,0,0,0,0,0,32,2828,Single,Graduation
28973,0,0,59,206,0,46,3,2,12,257,2,5,1,5,8,0,0,0,0,0,0,0,40,2783,Married,PhD
39435,1,0,16,71,0,18,0,0,13,89,1,3,1,2,7,0,0,0,0,0,0,0,44,2486,Together,PhD
65370,0,0,1,71,22,112,138,89,29,432,1,2,3,13,1,0,0,0,0,0,0,0,33,2491,Married,2n cycle
20194,1,0,64,0,4,7,11,10,15,32,2,2,0,3,6,0,0,0,0,0,0,0,38,2718,Single,Basic
42473,1,1,72,93,1,21,0,4,25,119,3,2,1,4,5,0,0,0,0,0,0,0,41,2291,Single,PhD
64590,0,0,98,920,138,168,36,46,30,1308,1,9,4,10,6,0,0,0,0,0,0,0,49,2782,Married,Graduation
71232,0,1,91,653,17,170,34,26,17,900,2,11,2,10,7,0,0,0,0,0,0,0,58,2372,Together,Graduation
34600,1,1,8,199,33,60,8,3,15,303,5,5,2,5,8,0,0,0,0,0,0,1,46,2703,Together,Graduation
46904,1,1,20,153,4,56,0,9,31,222,4,5,1,4,8,0,0,0,0,0,0,0,50,2762,Single,Graduation
49094,0,1,6,376,0,38,11,8,69,433,5,6,3,6,6,0,0,0,0,0,0,0,44,2805,Married,Graduation
36075,1,0,54,46,0,30,12,1,30,89,1,2,0,4,6,0,0,0,0,0,0,0,34,2361,Together,Graduation
60839,1,1,72,600,21,128,223,150,128,1122,13,2,2,12,8,0,0,0,0,0,0,0,38,2829,Together,2n cycle
77298,0,1,46,425,115,292,23,35,79,890,1,6,6,11,3,0,0,0,0,0,0,0,38,2398,Together,Graduation
34026,1,1,11,18,6,15,12,8,17,59,3,2,1,3,5,0,0,0,0,0,0,0,67,2487,Together,Graduation
48918,1,1,21,52,0,9,0,0,1,61,2,1,0,4,4,0,0,0,0,0,0,0,54,2237,Single,PhD
82122,0,0,89,734,22,350,151,25,100,1282,1,3,9,13,1,0,0,1,0,0,0,0,55,2477,Together,2n cycle
37697,1,0,82,34,6,21,11,4,8,76,1,2,1,3,6,0,0,0,0,0,0,0,41,2301,Single,Graduation
34074,1,1,69,135,1,41,10,1,67,188,5,3,3,3,6,1,0,0,0,0,0,0,65,2510,Together,Graduation
28520,1,1,55,11,0,10,0,2,20,23,1,1,1,2,6,0,0,0,0,0,0,0,57,2539,Married,Master
62535,0,1,13,163,48,90,0,45,52,346,1,3,2,8,3,0,0,0,0,0,0,0,62,2428,Single,Graduation
36273,1,0,80,29,3,30,3,2,9,67,2,3,0,3,6,0,0,0,0,0,0,0,40,2233,Single,Master
63404,0,2,97,734,26,70,11,44,17,885,2,6,3,4,4,0,0,0,1,0,0,0,53,2182,Together,Graduation
75774,1,0,27,340,21,134,258,14,56,767,1,7,5,8,4,0,0,0,0,0,0,0,36,2217,Together,2n cycle
78416,0,1,99,453,38,279,188,38,183,996,2,7,7,10,3,0,0,0,0,0,0,0,41,2161,Together,Graduation
75702,0,1,87,1073,0,629,145,37,37,1884,1,10,5,13,6,0,0,1,0,0,0,0,43,2782,Together,Graduation
59385,1,1,85,135,0,10,0,4,36,149,2,3,1,4,5,0,0,0,0,0,0,0,66,2586,Together,Master
37070,1,1,30,231,7,137,4,15,39,394,9,5,1,8,7,0,0,0,0,0,0,1,51,2625,Single,Graduation
44689,1,1,82,18,0,5,0,0,11,23,2,1,1,2,7,1,0,0,0,0,0,0,66,2329,Married,Graduation
53977,0,1,21,620,16,165,0,24,82,825,5,5,5,12,5,0,0,0,0,0,0,0,59,2545,Together,Graduation
7144,0,2,92,81,4,33,5,2,291,125,0,23,1,1,0,0,0,0,0,0,0,0,51,2363,Single,PhD
18701,1,1,95,12,4,2,10,6,10,34,4,2,0,4,5,0,0,0,0,0,0,0,53,2549,Single,Graduation
90369,0,0,2,292,51,981,224,23,17,1571,1,4,6,6,1,0,0,0,0,0,0,1,61,2221,Married,Graduation
63159,0,0,74,965,34,586,89,86,37,1760,1,3,5,8,3,1,0,0,0,0,0,0,43,2760,Single,PhD
37758,1,1,49,27,2,10,0,0,1,39,2,1,0,3,8,0,0,0,0,0,0,0,51,2792,Together,Graduation
46757,0,1,71,777,30,163,0,51,122,1021,6,4,4,7,9,0,0,0,0,0,0,0,54,2749,Single,PhD
79734,0,0,72,572,8,232,23,62,17,897,1,4,3,6,1,0,0,0,1,0,0,0,48,2160,Married,Master
63207,0,0,68,438,169,565,91,169,70,1432,1,2,3,6,7,0,0,0,1,0,0,0,25,2684,Together,Graduation
72071,0,1,4,531,69,300,150,138,150,1188,3,5,4,8,2,0,0,0,0,0,0,0,63,2659,Divorced,Graduation
21840,1,0,80,17,0,9,0,0,1,26,1,1,0,3,9,0,0,0,0,0,0,0,34,2502,Together,PhD
58582,0,1,15,402,35,106,101,77,42,721,2,9,2,9,5,0,1,0,0,0,0,0,35,2433,Together,2n cycle
72282,0,0,70,503,27,419,90,139,153,1178,1,5,7,9,7,0,0,0,0,0,0,1,66,2504,Single,Graduation
50387,0,2,91,369,9,87,12,14,34,491,3,6,2,8,5,0,0,0,0,0,0,0,61,2461,Married,Graduation
32583,1,1,10,5,0,3,0,0,1,8,1,1,0,2,7,0,0,0,0,0,0,0,56,2173,Together,PhD
62568,0,1,99,362,17,398,80,35,61,892,3,5,3,5,4,0,0,0,1,0,0,0,55,2242,Together,Graduation
44635,1,1,25,56,0,9,0,0,3,65,2,2,0,3,7,0,0,0,0,0,0,0,46,2420,Divorced,Master
33316,1,1,34,79,1,31,4,4,12,119,3,2,1,4,6,0,0,0,0,0,0,0,46,2427,Single,Master
63967,0,1,57,387,84,141,73,35,162,720,3,4,4,12,2,0,0,0,0,0,0,0,49,2483,Married,Graduation
52513,0,0,84,367,17,241,104,188,232,917,2,9,5,9,7,0,0,0,0,0,0,0,39,2822,Together,2n cycle
25293,1,0,51,15,0,11,0,2,9,28,1,1,1,2,8,0,0,0,0,0,0,0,48,2446,Married,Graduation
54111,0,1,97,267,6,54,8,3,50,338,2,5,2,6,5,0,0,0,0,0,0,0,52,2467,Widow,PhD
78394,0,0,13,298,27,697,216,24,166,1262,1,4,6,5,2,0,0,0,0,0,0,1,31,2658,Together,Graduation
80739,0,0,92,674,92,736,39,0,92,1541,1,3,11,9,1,0,0,0,0,0,0,0,59,2561,Married,Master
22669,1,0,30,16,14,36,37,22,48,125,3,4,1,2,9,0,0,0,0,0,0,1,42,2562,Together,Master
29236,1,0,30,37,4,24,16,9,9,90,2,4,0,3,9,0,0,0,0,0,0,0,30,2423,Single,Graduation
44911,0,1,11,159,0,22,2,1,31,184,3,4,1,4,7,0,0,0,0,0,0,0,58,2630,Together,Graduation
54693,0,1,72,686,17,142,23,26,35,894,8,6,4,13,6,0,0,0,0,0,0,0,55,2656,Married,PhD
48186,1,0,39,97,3,66,12,7,34,185,3,4,1,4,7,0,0,0,0,0,0,0,43,2260,Together,Graduation
54809,1,1,0,63,6,57,13,13,22,152,4,2,1,5,4,0,0,0,0,0,0,1,40,2450,Married,Graduation
41580,1,1,15,56,5,24,4,0,3,89,3,2,1,3,5,0,0,0,0,0,0,0,39,2725,Together,Graduation
80336,0,0,12,209,19,456,160,142,66,986,1,2,9,13,1,0,0,0,0,0,0,0,47,2452,Married,PhD
47743,0,1,56,198,2,43,0,12,20,255,3,4,1,6,6,0,1,0,0,0,0,0,60,2623,Married,Graduation
62972,0,1,39,313,15,47,20,0,192,395,2,7,4,3,6,0,0,0,0,0,0,0,62,2854,Married,2n cycle
57333,0,1,55,941,14,397,76,58,176,1486,11,8,5,9,6,0,0,0,0,0,0,1,63,2804,Divorced,PhD
32313,1,0,60,86,4,56,2,4,7,152,3,4,0,4,9,0,0,0,0,0,0,0,35,2662,Together,PhD
84953,0,0,73,167,48,602,63,72,72,952,1,3,10,4,2,0,1,1,1,0,0,1,64,2550,Widow,Master
27071,1,0,90,8,3,19,0,2,3,32,2,2,0,3,6,0,0,0,0,0,0,0,49,2226,Divorced,Master
68148,0,0,86,389,66,408,37,57,85,957,1,4,4,6,2,0,0,0,0,0,0,0,60,2461,Together,Master
65735,1,1,37,239,7,119,4,15,11,384,5,6,2,6,7,0,0,0,0,0,0,0,52,2363,Together,Master
86836,0,0,7,179,21,273,0,21,63,494,1,6,10,6,5,1,0,1,1,0,0,1,42,2814,Married,PhD
4023,1,1,29,5,0,1,1,1,1,8,15,0,0,0,19,0,0,0,0,0,0,0,54,2165,Married,PhD
30093,0,0,19,2,6,28,13,4,16,53,1,2,0,3,7,0,0,0,0,0,0,0,27,2515,Married,Graduation
57705,0,1,14,383,0,53,6,4,40,446,3,8,1,6,6,0,0,0,0,0,0,0,51,2328,Married,PhD
25008,1,0,72,2,8,8,6,1,9,25,2,1,0,3,8,0,0,0,0,0,0,0,29,2306,Single,Graduation
83257,0,0,56,536,27,590,38,107,67,1298,1,5,10,12,6,1,0,1,0,0,1,1,22,2808,Single,2n cycle
22280,1,0,85,2,1,4,3,1,2,11,1,1,0,2,8,0,0,0,0,0,0,0,42,2565,Together,Graduation
72159,0,0,62,322,53,899,34,40,53,1348,1,4,6,10,2,0,0,0,0,0,0,0,39,2767,Married,PhD
64260,0,0,1,539,169,816,20,0,30,1544,1,4,5,4,3,0,0,0,0,0,0,1,56,2693,Together,Graduation
82733,0,0,28,712,50,420,65,38,38,1285,1,8,4,7,4,0,0,0,0,0,0,1,33,2451,Single,PhD
74290,0,1,70,1121,0,72,0,12,12,1205,4,10,8,10,6,0,1,0,1,0,0,0,46,2480,Divorced,Master
58217,2,1,84,68,1,13,3,5,13,90,1,2,0,4,6,0,0,0,0,0,0,0,66,2748,Single,Master
21024,0,0,89,36,4,18,6,2,18,66,1,2,0,4,7,0,0,0,0,0,0,0,41,2519,Together,Master
70116,0,0,73,707,44,603,95,58,29,1507,1,2,8,12,1,0,0,0,0,0,0,0,45,2678,Married,PhD
54006,1,0,42,174,77,203,6,24,97,484,2,8,1,7,7,0,0,0,0,0,0,0,32,2808,Together,Graduation
69063,0,1,16,666,35,124,69,8,26,902,1,5,3,5,3,0,0,0,0,0,0,0,51,2758,Married,PhD
11448,0,0,16,0,0,0,6,2,6,8,1,1,0,2,6,0,0,0,0,0,0,0,42,2355,Divorced,2n cycle
61825,0,1,56,162,50,100,55,30,27,397,1,4,2,8,4,0,0,0,0,0,0,0,38,2485,Single,Graduation
70886,1,0,65,407,70,239,103,88,53,907,1,5,4,4,2,0,0,0,0,0,0,0,46,2417,Married,Graduation
69109,0,0,10,823,25,459,124,29,95,1460,1,6,6,7,4,0,0,1,0,0,0,1,35,2756,Married,Graduation
60208,1,1,13,488,23,71,15,0,59,597,11,8,3,7,7,0,1,0,0,0,0,1,44,2789,Widow,Graduation
32889,1,1,78,28,0,13,4,2,8,47,3,2,1,3,5,0,0,0,0,0,0,0,49,2455,Together,Master
34738,1,0,51,3,2,10,3,0,2,18,1,1,0,3,6,0,0,0,0,0,0,0,33,2208,Single,Graduation
30538,1,0,27,284,0,52,8,3,20,347,4,9,0,4,10,0,0,0,0,0,0,0,46,2795,Together,Master
82326,0,0,30,938,142,754,159,81,183,2074,1,5,10,6,2,0,1,1,1,0,0,1,40,2270,Together,2n cycle
26642,1,0,71,13,2,15,2,2,8,34,2,2,0,3,6,0,0,0,0,0,0,0,50,2279,Divorced,PhD
69932,0,1,97,412,172,153,150,105,57,992,2,7,6,11,4,0,0,0,0,0,0,0,53,2541,Divorced,Graduation
44503,1,1,83,31,1,8,0,0,8,40,2,2,0,3,6,0,0,0,0,0,0,0,45,2233,Single,Graduation
60200,0,1,3,502,19,132,0,6,26,659,6,6,2,11,6,0,0,0,0,0,0,0,69,2702,Single,PhD
49638,0,1,71,18,10,3,3,5,0,39,1,1,0,3,2,0,0,0,0,0,0,0,65,2230,Divorced,Graduation
23830,0,0,3,1,8,6,4,8,16,27,1,1,0,3,7,0,0,0,0,0,0,0,30,2301,Single,2n cycle
33051,0,0,15,100,71,243,108,94,219,616,3,9,1,8,9,0,0,0,0,0,0,1,58,2841,Widow,Master
72905,0,0,52,407,114,445,181,165,203,1312,1,3,7,9,1,0,0,0,1,0,0,0,59,2318,Married,Graduation
69702,0,1,8,664,9,240,50,19,57,982,2,7,7,10,4,0,0,0,0,0,0,0,66,2654,Together,PhD
70300,1,0,89,1045,61,338,60,46,46,1550,3,5,5,13,8,0,0,0,0,0,0,0,42,2508,Divorced,Graduation
70643,0,0,66,1218,107,304,23,143,33,1795,1,5,8,4,6,0,0,0,0,0,0,1,33,2781,Married,PhD
30396,1,0,22,15,0,6,0,1,12,22,2,1,1,2,7,1,0,0,0,0,0,1,48,2219,Married,PhD
50616,0,1,56,128,0,16,0,1,4,145,2,4,0,4,7,0,0,0,0,0,0,0,49,2231,Divorced,PhD
62772,0,1,74,581,49,157,43,8,108,838,1,5,6,11,2,0,1,0,0,0,0,0,48,2565,Single,Master
30298,0,0,48,6,3,12,6,1,0,28,1,1,1,3,3,0,0,0,0,0,0,0,32,2200,Single,PhD
52413,1,0,67,185,8,133,56,56,12,438,2,7,1,7,7,0,0,0,0,0,0,0,33,2762,Single,Graduation
44155,1,1,24,22,1,9,0,0,14,32,1,1,1,2,4,0,0,0,0,0,0,0,60,2320,Married,PhD
86979,0,0,67,584,100,835,65,83,35,1667,1,5,5,5,2,1,0,0,0,0,0,1,46,2393,Divorced,PhD
76532,1,1,38,355,30,177,90,138,30,790,4,9,5,7,5,0,0,0,0,0,0,0,42,2452,Together,Graduation
42081,1,0,86,175,10,110,54,6,27,355,2,6,3,4,6,1,0,0,0,0,0,0,35,2647,Married,Graduation
67546,0,0,90,864,134,768,150,38,172,1954,1,4,10,5,3,0,0,0,0,0,0,0,29,2826,Married,PhD
88420,0,0,87,957,153,612,99,95,153,1916,1,4,7,8,1,1,0,1,1,0,0,0,28,2217,Together,Master
31158,1,0,62,25,6,16,20,0,5,67,2,2,0,3,8,0,0,0,0,0,0,0,32,2677,Married,Graduation
61671,0,1,23,641,7,56,0,0,28,704,8,10,4,6,8,0,1,0,1,0,0,0,49,2185,Divorced,Graduation
69719,0,0,99,273,86,208,177,14,43,758,1,2,3,5,1,0,0,0,0,0,0,0,43,2193,Single,Graduation
49160,0,1,29,122,21,43,25,10,15,221,2,3,1,6,6,0,0,0,0,0,0,0,68,2411,Divorced,Graduation
24882,1,0,52,1,4,10,29,0,36,44,1,1,1,2,6,1,0,0,0,0,0,0,39,2817,Together,Basic
90933,0,0,90,1020,31,430,62,63,79,1606,1,4,6,4,1,0,0,1,0,0,0,0,63,2249,Single,PhD
113734,0,0,9,6,2,3,1,262,3,274,0,27,0,0,1,0,0,0,0,0,0,0,72,2191,Single,PhD
59292,0,1,71,378,14,68,19,14,14,493,2,3,5,8,3,0,0,0,0,0,0,0,67,2540,Together,PhD
45759,1,1,13,42,1,18,3,0,4,64,2,2,0,3,7,0,0,0,0,0,0,0,53,2650,Married,PhD
22148,0,0,16,15,5,14,0,4,11,38,1,1,0,3,7,0,0,0,0,0,0,0,34,2236,Single,Graduation
73395,0,0,94,272,7,80,20,7,11,386,1,4,4,6,2,0,0,0,0,0,0,0,30,2262,Married,Master
29819,1,0,77,9,1,24,2,1,2,37,3,3,0,3,6,0,0,0,0,0,0,0,46,2407,Divorced,Graduation
45688,0,1,20,279,0,18,0,0,9,297,2,3,1,8,4,0,1,0,0,0,0,0,49,2314,Married,Graduation
62820,0,0,51,398,61,265,138,61,53,923,1,3,4,6,1,0,0,0,0,0,0,0,63,2573,Married,Graduation
60491,0,1,81,637,47,237,12,19,76,952,4,6,11,7,5,0,0,0,0,0,0,0,46,2455,Married,PhD
33235,1,0,71,45,0,16,2,1,6,64,1,3,0,3,7,0,0,0,0,0,0,0,31,2303,Together,Graduation
35701,0,0,36,21,1,9,7,3,5,41,1,1,0,3,6,0,0,0,0,0,0,0,58,2626,Married,Graduation
31535,1,0,95,15,4,13,0,0,19,32,1,1,1,2,7,1,0,0,0,0,0,0,37,2435,Married,Master
92556,0,0,32,493,183,352,184,23,28,1235,0,3,5,13,0,0,0,0,0,0,0,0,57,2229,Together,2n cycle
67384,0,1,32,957,40,175,158,53,107,1383,2,7,8,5,5,0,1,0,0,0,0,0,47,2755,Single,Graduation
80573,0,0,85,829,138,430,60,92,15,1549,1,4,6,13,2,0,0,0,0,0,0,0,46,2782,Together,Master
77870,0,1,93,1017,50,500,65,50,133,1682,3,5,5,5,8,0,1,0,1,0,0,1,50,2835,Married,Graduation
52278,0,1,24,953,0,71,0,0,174,1024,6,10,5,10,8,0,0,0,0,0,0,0,54,2679,Widow,PhD
57107,0,1,44,159,0,120,0,0,137,279,7,4,4,8,8,0,1,0,0,1,0,1,49,2833,Single,Graduation
18929,0,0,15,32,0,8,23,4,18,67,1,1,0,4,6,0,0,0,0,0,0,0,27,2657,Married,Graduation
36038,1,0,82,23,0,15,0,2,7,40,2,3,0,3,6,0,0,0,0,0,0,0,36,2553,Single,PhD
20180,0,0,27,18,42,24,15,20,18,119,1,2,1,4,7,0,0,0,0,0,0,0,41,2653,Single,Graduation
34230,1,1,72,15,0,4,0,0,2,19,1,1,0,2,7,0,0,0,0,0,0,0,52,2709,Together,PhD
31878,0,1,7,23,4,5,10,5,23,47,1,1,0,4,3,0,0,0,0,0,0,0,40,2166,Single,2n cycle
